Code,125,250,500,750,1000,1500,2000,2500,3000,3500,4000,4500,5000,5500,6000,6500,7000,7500,8000,8500
100,1296,2703,3788,5129,6427,8937,11373,13757,16104,,,,,,,,,,,
141,1289,2754,3874,5258,6600,9199,,,,,,,,,,,,,,
142,1289,2754,3874,5258,6600,9199,11725,,,,,,,,,,,,,
143,1324,2874,4105,5621,7100,9986,,,,,,,,,,,,,,
146,1289,2754,3874,5258,6600,9199,11725,,,,,,,,,,,,,
14F,1289,2754,3874,5258,6600,9199,11725,,,,,,,,,,,,,
310,2628,5537,7790,10759,13658,19323,24876,30356,35784,41172,46530,51862,57175,,,,,,,
312,2766,5828,8200,11325,14377,20340,26185,31954,37667,43339,48979,,,,,,,,,
313,2628,5537,7790,10759,13658,19323,24876,30356,35784,41172,46530,51862,57175,,,,,,,
318,1488,3016,3925,5234,6482,8931,11335,13729,16130,,,,,,,,,,,
319,1596,3259,4323,5830,7271,10026,12668,15233,17741,20203,,,,,,,,,,
31F,2766,5828,8200,11325,14377,20340,26185,31954,37667,43339,,,,,,,,,,
31Y,2628,5537,7790,10759,13658,19323,24876,30356,35784,41172,,,,,,,,,,
320,1672,3430,4585,6212,7772,10766,13648,16452,,,,,,,,,,,,
321,1909,3925,5270,7157,8970,12456,15818,19094,22308,,,,,,,,,,,
32A,1672,3430,4585,6212,7772,10766,13648,16452,,,,,,,,,,,,
32F,1672,3430,4585,6212,7772,10766,13648,16452,,,,,,,,,,,,
32S,1672,3430,4585,6212,7772,10766,13648,16452,19200,21902,,,,,,,,,,
330,3497,7277,9980,13579,17055,23769,30276,36642,42903,49082,54788,59831,64719,69463,74074,78560,82928,,,
332,3395,6964,9550,12994,16321,22747,28973,35065,41057,46970,52422,57231,61889,66406,70793,75058,79207,,,
333,3497,7277,9980,13579,17055,23769,30276,36642,42903,49082,54788,59831,64719,69463,,,,,,
33F,3395,6964,9550,12994,16321,22747,28973,35065,41057,46970,,,,,,,,,,
33X,3395,6964,9550,12994,16321,22747,28973,35065,41057,46970,,,,,,,,,,
340,4205,8452,11054,14688,18192,24999,31691,38363,45066,51831,58678,65621,72666,79169,85687,89019,91982,94586,96840,98752
342,3972,7985,10445,13882,17198,23642,29984,36312,42673,49097,55603,62203,68908,75453,80921,84023,86770,89174,,
343,4205,8452,11054,14688,18192,24999,31691,38363,45066,51831,58678,65621,72666,79169,85687,89019,91982,,,
345,4456,9441,13137,18027,22779,32019,41031,49891,58640,67304,75900,84439,92931,101383,109799,117578,124601,131512,138319,145026
346,4778,10030,14053,19362,24537,34630,44505,54236,63863,73412,82899,92334,101727,111211,119071,126796,134395,141877,,
380,5851,12016,17623,24940,32211,46695,61160,75638,90143,104681,119255,133865,148512,163196,177916,192517,203465,214166,224632,
388,5851,12016,17623,24940,32211,46695,61160,75638,90143,104681,119255,133865,148512,163196,177916,192517,203465,214166,224632,
703,4281,8557,10973,14500,17820,24049,29906,35501,40894,46122,51212,56181,61044,,,,,,,
707,4281,8557,10973,14500,17820,24049,29906,35501,40894,46122,51212,56181,61044,,,,,,,
70F,4281,8557,10973,14500,17820,24049,29906,35501,40894,46122,51212,56181,61044,,,,,,,
70M,4281,8557,10973,14500,17820,24049,29906,35501,40894,46122,51212,56181,61044,,,,,,,
717,1513,3121,4235,5628,6989,9646,12209,,,,,,,,,,,,,
721,2550,5100,6548,8663,10659,14418,17973,21386,24693,,,,,,,,,,,
722,2870,5891,7884,10688,13379,18544,23517,28361,33106,,,,,,,,,,,
727,2870,5891,7884,10688,13379,18544,23517,28361,33106,,,,,,,,,,,
72A,2870,5891,7884,10688,13379,18544,23517,28361,33106,,,,,,,,,,,
72F,2870,5891,7884,10688,13379,18544,23517,28361,33106,,,,,,,,,,,
72M,2870,5891,7884,10688,13379,18544,23517,28361,33106,,,,,,,,,,,
72S,2870,5891,7884,10688,13379,18544,23517,28361,33106,,,,,,,,,,,
731,1695,3439,4515,6053,7517,10304,12964,15537,18047,20504,22920,,,,,,,,,
732,1778,3708,4962,6727,8421,11672,14802,17850,20838,23777,26676,,,,,,,,,
733,1616,3323,4462,6061,7597,10551,13400,16176,18900,21582,24229,,,,,,,,,
734,1685,3482,4707,6419,8069,11250,14328,17335,20289,23203,26084,,,,,,,,,
735,1539,3153,4207,5694,7119,9850,12477,15033,17535,19995,22421,,,,,,,,,
736,1525,3074,3995,5324,6584,8971,11239,13426,15553,17631,19670,,,,,,,,,
737,1695,3439,4515,6053,7517,10304,12964,15537,18047,20504,22920,,,,,,,,,
738,1715,3494,4621,6221,7749,10666,13460,16170,18818,21415,23972,,,,,,,,,
739,1782,3641,4839,6533,8154,11255,14233,17125,19954,22733,25471,,,,,,,,,
73A,1778,3708,4962,6727,8421,11672,14802,17850,20838,23777,26676,,,,,,,,,
73C,1600,3273,4355,5884,7348,10151,12843,15460,18019,20534,23013,,,,,,,,,
73E,1529,3115,4117,5541,6901,9496,11981,14390,16744,19052,21325,,,,,,,,,
73F,1778,3708,4962,6727,8421,11672,14802,17850,20838,23777,26676,,,,,,,,,
73G,1586,3202,4173,5570,6895,9410,11804,14113,16360,18558,20715,,,,,,,,,
73H,1695,3439,4515,6053,7517,10304,12964,15537,18047,20504,22920,,,,,,,,,
73J,1761,3581,4724,6351,7903,10862,13694,16438,19117,21743,24328,,,,,,,,,
73L,1778,3708,4962,6727,8421,11672,14802,17850,,,,,,,,,,,,
73M,1778,3708,4962,6727,8421,11672,14802,17850,,,,,,,,,,,,
73N,1616,3323,4462,6061,7597,10551,13400,16176,18900,21582,24229,,,,,,,,,
73P,1770,3656,4942,6740,8472,11813,15044,18201,21304,,,,,,,,,,,
73Q,1770,3656,4942,6740,8472,11813,15044,18201,21304,24363,27388,,,,,,,,,
73R,1586,3202,4173,5570,6895,9410,11804,14113,16360,18558,20715,,,,,,,,,
73S,1778,3708,4962,6727,8421,11672,14802,17850,20838,23777,26676,,,,,,,,,
73W,1567,3149,4074,5415,6684,9082,11357,13547,15674,17750,19786,,,,,,,,,
73X,1778,3708,4962,6727,8421,11672,14802,17850,,,,,,,,,,,,
73Y,1696,3470,4617,6238,7789,10760,13614,16387,19100,21767,24394,,,,,,,,,
741,5605,11509,16880,23888,30853,44725,58580,72448,86341,100265,114224,128218,142247,156312,170411,184544,198710,212909,,
742,5508,11311,16590,23478,30323,43957,57575,71204,84859,98545,112264,126017,139806,153629,167486,181377,195300,209254,,
743,5273,10827,15880,22473,29024,42074,55108,68154,81224,94323,107455,120620,133818,147049,160312,173608,186934,200291,,
744,4719,9690,14212,20113,25977,37657,49323,60999,72696,84420,96173,107956,119768,131607,140292,148734,156946,164938,,
747,4719,9690,14212,20113,25977,37657,49323,60999,72696,84420,96173,107956,119768,131607,140292,148734,156946,164938,,
74C,5508,11311,16590,23478,30323,43957,57575,71204,84859,98545,112264,126017,139806,153629,167486,181377,195300,209254,,
74D,5273,10827,15880,22473,29024,42074,55108,68154,81224,94323,107455,120620,133818,147049,160312,173608,186934,200291,,
74E,4719,9690,14212,20113,25977,37657,49323,60999,72696,84420,96173,107956,119768,131607,140292,148734,156946,164938,,
74F,5508,11311,16590,23478,30323,43957,57575,71204,84859,98545,112264,126017,139806,153629,167486,181377,195300,209254,,
74H,4416,8983,13175,18645,24081,34908,45722,56546,67389,78258,89153,100075,111025,122002,133007,142263,150070,157662,,
74J,4719,9690,14212,20113,25977,37657,49323,60999,72696,84420,96173,107956,119768,131607,140292,148734,156946,164938,,
74L,4502,9243,13557,19185,24778,35919,47046,58183,69341,80524,91734,102973,114240,125535,136859,148209,159586,170989,,
74M,4719,9690,14212,20113,25977,37657,49323,60999,72696,84420,96173,107956,119768,131607,140292,148734,156946,164938,,
74N,4416,8983,13175,18645,24081,34908,45722,56546,67389,78258,89153,100075,111025,122002,133007,142263,150070,157662,,
74R,5605,11509,16880,23888,30853,44725,58580,72448,86341,100265,114224,128218,142247,156312,170411,184544,198710,212909,,
74T,5605,11509,16880,23888,30853,44725,58580,72448,86341,100265,114224,128218,142247,156312,170411,184544,198710,212909,,
74X,5508,11311,16590,23478,30323,43957,57575,71204,84859,98545,112264,126017,139806,153629,167486,181377,195300,209254,,
74Y,4719,9690,14212,20113,25977,37657,49323,60999,72696,84420,96173,107956,119768,131607,140292,148734,156946,164938,,
752,2159,4435,5939,8054,10085,13984,17740,21398,24983,28159,,,,,,,,,,
753,2331,4825,6525,8899,11188,15602,19872,24044,28145,31754,,,,,,,,,,
757,2159,4435,5939,8054,10085,13984,17740,21398,24983,28159,,,,,,,,,,
75F,2302,4729,6332,8588,10753,14911,18916,22816,26639,30098,,,,,,,,,,
75M,2302,4729,6332,8588,10753,14911,18916,22816,26639,30098,,,,,,,,,,
75T,2318,4758,6363,8623,10791,14951,18955,22854,26673,30139,,,,,,,,,,
75W,2147,4394,5824,7850,9787,13489,17038,20483,23849,26780,,,,,,,,,,
762,2685,5457,7625,10488,13276,18707,24013,29237,34402,39522,44605,49659,54687,59395,62791,66006,,,,
763,2900,5799,7971,10965,13879,19557,25104,30566,35966,41318,46632,51915,57172,62106,65700,69112,,,,
764,2963,6129,8564,11780,14911,21011,26971,32839,38641,44391,50100,55777,60999,65000,,,,,,
767,2900,5799,7971,10965,13879,19557,25104,30566,35966,41318,46632,51915,57172,62106,65700,69112,,,,
76F,3124,6249,8608,11841,14988,21119,27110,33008,38839,44619,50357,56063,61319,65346,69177,72823,,,,
76W,2900,5799,7854,10721,13497,18872,24093,29211,34253,39235,44169,49063,53924,58626,61965,65125,,,,
76X,2865,5893,8235,11327,14338,20203,25934,31576,37155,42684,48173,53631,58640,62452,66072,69508,,,,
76Y,3124,6249,8608,11841,14988,21119,27110,33008,38839,44619,50357,56063,61319,65346,69177,72823,,,,
772,3691,7819,10880,14930,18866,26518,33982,41320,48566,55742,62861,69933,76966,83966,90378,96168,101853,107440,,
773,4084,8572,12011,16549,20972,29598,38038,46355,54584,62745,70853,78747,85475,92061,98519,104857,111085,117210,123237,
777,3691,7819,10880,14930,18866,26518,33982,41320,48566,55742,62861,69933,76966,83966,90378,96168,101853,107440,112934,118340
77F,3875,8210,11423,15675,19807,27842,35679,43383,50991,58525,65999,73425,80809,88158,94732,100815,106791,112665,118444,124133
77L,3809,8069,11228,15408,19469,27367,35069,42642,50120,57525,64872,72171,79429,86653,93846,100496,106451,112306,118066,123735
77W,4129,8667,12143,16731,21202,29924,38457,46865,55184,63436,71633,79786,87903,96089,102838,109465,115978,122384,,
77X,3875,8210,11423,15675,19807,27842,35679,43383,50991,58525,65999,73425,80809,88158,94732,100815,106791,112665,118444,124133
787,2638,5517,7708,10603,13421,18911,24276,29557,34779,39954,45093,50202,55286,60348,65392,70419,75433,78744,81828,
788,2638,5517,7708,10603,13421,18911,24276,29557,34779,39954,45093,50202,55286,60348,65392,70419,75433,81221,84439,
A28,278,556,835,1129,1406,1931,,,,,,,,,,,,,,
A40,556,1111,1670,2257,2812,3861,4857,,,,,,,,,,,,,
A4F,12347,24693,31970,42058,51578,69507,86445,102700,118444,133782,,,,,,,,,,
A81,1235,2469,3251,4244,5183,6949,8617,,,,,,,,,,,,,
AB3,3427,7221,10159,14032,17812,25200,32442,39589,46667,53694,60682,67636,,,,,,,,
AB4,3427,7221,10159,14032,17812,25200,32442,39589,46667,53694,60682,67636,,,,,,,,
AB6,3119,6571,9245,12769,16209,22932,29522,36026,42467,48862,55220,61549,,,,,,,,
ABF,3427,7221,10159,14032,17812,25200,32442,,,,,,,,,,,,,
ABX,3427,7221,10159,14032,17812,25200,32442,39589,,,,,,,,,,,,
ABY,3119,6571,9245,12769,16209,22932,29522,36026,,,,,,,,,,,,
ACD,64,127,167,219,267,358,,,,,,,,,,,,,,
AGH,123,247,360,478,590,799,,,,,,,,,,,,,,
AN4,735,1337,1910,2536,,,,,,,,,,,,,,,,
AN6,945,1639,2276,2991,3674,4971,,,,,,,,,,,,,,
AN7,1235,2469,3251,4244,5183,6949,8617,10216,,,,,,,,,,,,
ANF,2145,3923,5620,7472,9231,12568,15742,18800,21773,,,,,,,,,,,
AR1,1324,2874,4105,5621,7100,9986,,,,,,,,,,,,,,
AR7,1243,2657,3739,5074,6369,8877,11315,,,,,,,,,,,,,
AR8,1289,2754,3874,5258,6600,9199,11725,,,,,,,,,,,,,
ARJ,1289,2754,3874,5258,6600,9199,11725,,,,,,,,,,,,,
AT3,360,723,1093,1486,1863,2588,,,,,,,,,,,,,,
AT4,360,723,1093,1486,1863,2588,,,,,,,,,,,,,,
AT5,426,878,1397,1993,2612,3942,,,,,,,,,,,,,,
AT7,434,891,1409,1996,2603,3891,5293,,,,,,,,,,,,,
ATF,434,891,1409,1996,2603,3891,5293,,,,,,,,,,,,,
ATP,499,998,1500,2027,2525,3467,4360,,,,,,,,,,,,,
ATR,413,843,1317,1849,2389,3516,4718,,,,,,,,,,,,,
B11,1790,3597,4677,6266,7806,10821,13814,,,,,,,,,,,,,
B12,1790,3597,4677,6266,7806,10821,13814,,,,,,,,,,,,,
B13,1790,3597,4677,6266,7806,10821,13814,,,,,,,,,,,,,
B14,1790,3597,4677,6266,7806,10821,13814,,,,,,,,,,,,,
B15,1790,3597,4677,6266,7806,10821,13814,,,,,,,,,,,,,
BE1,309,617,928,1254,1562,2145,,,,,,,,,,,,,,
BE2,82,164,264,354,438,597,,,,,,,,,,,,,,
BE9,210,420,631,853,,,,,,,,,,,,,,,,
BEC,40,79,119,161,,,,,,,,,,,,,,,,
BEH,309,617,928,1254,1562,2145,,,,,,,,,,,,,,
BES,278,556,835,1129,1406,1931,,,,,,,,,,,,,,
BET,210,420,631,853,1062,1459,,,,,,,,,,,,,,
BH2,93,185,270,359,442,599,,,,,,,,,,,,,,
BNI,71,142,229,307,,,,,,,,,,,,,,,,
BNT,106,213,344,460,570,777,973,1161,,,,,,,,,,,,
CCJ,803,1605,2113,2759,3369,4517,5601,6640,7647,8627,,,,,,,,,,
CD2,213,426,640,,,,,,,,,,,,,,,,,
CL4,2001,4003,6017,8132,10131,13909,17495,20948,24301,27576,30786,33941,,,,,,,,
CN1,27,54,88,117,,,,,,,,,,,,,,,,
CNA,27,54,87,116,,,,,,,,,,,,,,,,
CNC,110,220,330,446,,,,,,,,,,,,,,,,
CNF,138,277,447,598,,,,,,,,,,,,,,,,
CNJ,425,849,1118,1460,1783,2390,2964,3514,4047,,,,,,,,,,,
CNT,65,131,197,266,331,455,,,,,,,,,,,,,,
CR1,794,1594,2116,2786,3430,4674,,,,,,,,,,,,,,
CR2,781,1569,2084,2743,3378,4605,,,,,,,,,,,,,,
CR7,1043,2092,2772,3642,4475,6076,,,,,,,,,,,,,,
CR9,1119,2251,2994,3949,4872,6664,,,,,,,,,,,,,,
CRA,1043,2092,2772,3642,4475,6076,,,,,,,,,,,,,,
CRF,781,1569,2084,2743,3378,4605,,,,,,,,,,,,,,
CRJ,898,1804,2395,3153,3882,5289,,,,,,,,,,,,,,
CRK,1177,2366,3145,4146,5110,6981,,,,,,,,,,,,,,
CS2,244,488,733,991,1234,1695,,,,,,,,,,,,,,
CS5,370,741,1114,1505,1875,2574,3238,,,,,,,,,,,,,
CV5,765,1531,2301,3110,3875,5320,,,,,,,,,,,,,,
CVF,706,1412,2123,2869,3575,4908,,,,,,,,,,,,,,
CVR,765,1531,2301,3110,3875,5320,,,,,,,,,,,,,,
CWC,426,852,1377,1842,2280,3107,,,,,,,,,,,,,,
D10,4773,9701,13555,18646,23601,33256,42690,51978,61160,70261,79298,88282,97222,106124,114994,123835,132651,141445,,
D11,4534,9216,12877,17713,22421,31593,40555,49379,58102,66748,75333,83868,92361,100818,109244,117643,126019,134372,,
D1C,4773,9701,13555,18646,23601,33256,42690,51978,61160,70261,79298,88282,97222,106124,114994,123835,132651,141445,,
D1F,4773,9701,13555,18646,23601,33256,42690,51978,61160,70261,79298,88282,97222,106124,114994,123835,132651,141445,,
D1Y,4773,9701,13555,18646,23601,33256,42690,51978,61160,70261,79298,88282,97222,106124,114994,123835,132651,141445,,
D28,203,407,612,826,,,,,,,,,,,,,,,,
D38,413,825,1240,1676,,,,,,,,,,,,,,,,
D3F,235,469,758,1014,1256,1711,,,,,,,,,,,,,,
D6F,860,1720,2780,3718,4603,6273,7855,9375,10850,12289,13698,15082,,,,,,,,
D8F,3986,7971,10233,13539,16657,22533,28088,33422,38590,43628,48558,53397,58158,62851,,,,,,
D8X,3986,7971,10233,13539,16657,22533,28088,33422,38590,43628,48558,53397,58158,62851,,,,,,
D8Y,3710,7420,9526,12603,15507,20977,26148,31113,35924,40614,45203,49708,54140,58509,,,,,,
D91,1638,3364,4501,6102,7639,10588,13427,16193,,,,,,,,,,,,
D92,1659,3405,4556,6177,7732,10717,13591,16390,,,,,,,,,,,,
D93,1773,3640,4871,6604,8267,11458,14531,17524,,,,,,,,,,,,
D94,1904,3908,5230,7090,8875,12301,15600,18813,,,,,,,,,,,,
D95,1965,4034,5399,7319,9162,12699,16106,19422,,,,,,,,,,,,
D9F,1773,3640,4871,6604,8267,11458,14531,17524,,,,,,,,,,,,
D9S,1773,3640,4871,6604,8267,11458,14531,17524,,,,,,,,,,,,
DC3,235,469,758,1014,1256,1711,,,,,,,,,,,,,,
DC6,835,1671,2700,3611,4471,6093,7629,9106,10538,11936,13305,14649,,,,,,,,
DC8,3986,7971,10233,13539,16657,22533,28088,33422,38590,43628,48558,53397,58158,62851,,,,,,
DC9,1773,3640,4871,6604,8267,11458,14531,17524,,,,,,,,,,,,
DF2,586,1173,1544,2016,2462,3301,4093,4853,5588,,,,,,,,,,,
DFL,586,1173,1544,2016,2462,3301,4093,4853,5588,6304,7004,7691,8367,,,,,,,
DH1,406,811,1219,1648,,,,,,,,,,,,,,,,
DH2,440,880,1323,1788,2228,,,,,,,,,,,,,,,
DH3,535,1069,1607,2172,,,,,,,,,,,,,,,,
DH4,689,1383,2093,2847,3570,,,,,,,,,,,,,,,
DH7,540,1080,1624,2195,2734,,,,,,,,,,,,,,,
DH8,517,1034,1554,2100,2616,,,,,,,,,,,,,,,
DHB,69,137,222,296,,,,,,,,,,,,,,,,
DHC,247,494,798,1068,1322,1801,,,,,,,,,,,,,,
DHL,110,220,355,475,,,,,,,,,,,,,,,,
DHO,80,161,259,347,,,,,,,,,,,,,,,,
DHP,49,99,160,214,,,,,,,,,,,,,,,,
DHS,80,161,259,347,,,,,,,,,,,,,,,,
DHT,208,416,625,845,,,,,,,,,,,,,,,,
E70,1075,2160,2868,3777,4651,6341,,,,,,,,,,,,,,
E75,1113,2240,2989,3953,4890,6725,,,,,,,,,,,,,,
E90,1338,2688,3567,4695,5778,7871,9913,,,,,,,,,,,,,
E95,1362,2747,3677,4881,6057,8383,10718,,,,,,,,,,,,,
EM2,315,625,926,1233,1514,2015,,,,,,,,,,,,,,
EMB,194,389,585,790,984,1351,,,,,,,,,,,,,,
EMJ,1249,2510,3338,4401,5427,7417,9372,,,,,,,,,,,,,
ER3,729,1505,2046,2722,3368,4601,,,,,,,,,,,,,,
ER4,799,1633,2196,2903,3576,4855,6073,,,,,,,,,,,,,
ERD,744,1536,2088,2778,3437,4696,5901,,,,,,,,,,,,,
ERJ,787,1611,2172,2875,3545,4819,6034,,,,,,,,,,,,,
F21,1543,3087,4640,6271,7812,,,,,,,,,,,,,,,
F22,1543,3087,4640,6271,7812,,,,,,,,,,,,,,,
F23,1543,3087,4640,6271,7812,,,,,,,,,,,,,,,
F24,1543,3087,4640,6271,7812,,,,,,,,,,,,,,,
F27,596,1191,1791,2420,3015,4140,5207,,,,,,,,,,,,,
F28,1543,3087,4064,5306,6478,,,,,,,,,,,,,,,
F50,494,988,1485,2007,2500,3432,,,,,,,,,,,,,,
F70,1238,2574,3607,4884,6121,8512,10831,,,,,,,,,,,,,
FK7,596,1191,1791,2420,3015,,,,,,,,,,,,,,,
FRJ,673,1346,1772,2313,,,,,,,,,,,,,,,,
GRG,99,198,319,427,529,721,,,,,,,,,,,,,,
GRM,154,309,499,667,826,1126,,,,,,,,,,,,,,
GRS,556,1111,1670,2257,2812,3861,4857,,,,,,,,,,,,,
HEC,32,64,104,139,,,,,,,,,,,,,,,,
HS7,567,1133,1704,2303,2869,3939,,,,,,,,,,,,,,
I14,679,1358,2041,2759,3437,4719,5936,7107,,,,,,,,,,,,
IL6,9910,12650,13939,17878,21753,29192,36537,44075,51582,59098,66647,74246,81909,,,,,,,
IL7,9161,15535,18463,23623,28639,38204,47286,56016,64475,72717,,,,,,,,,,
IL8,1574,3148,4732,6396,7968,10940,13760,16476,19114,21690,,,,,,,,,,
IL9,5301,10656,13934,18514,22927,31499,39923,48320,56752,65260,73867,82593,89482,94787,,,,,,
ILW,9188,17253,20999,27039,32800,43717,54068,64020,73669,83075,92282,,,,,,,,,
J31,213,426,640,865,1078,1480,,,,,,,,,,,,,,
J32,227,454,683,923,1150,1579,,,,,,,,,,,,,,
J41,314,627,943,1274,1587,2179,,,,,,,,,,,,,,
JST,251,503,755,1021,1272,1746,,,,,,,,,,,,,,
L10,4654,9742,13612,18725,23702,33397,42871,52198,61420,70560,79635,88657,97635,106575,115483,,,,,
L11,4654,9742,13612,18725,23702,33397,42871,52198,61420,70560,79635,,,,,,,,,
L12,4654,9742,13612,18725,23702,33397,42871,52198,61420,70560,79635,88657,,,,,,,,
L15,5038,10133,13264,17640,21867,30100,38219,46338,54517,62791,71185,79714,88391,97224,106219,,,,,
L1F,4654,9742,13612,18725,23702,33397,42871,52198,61420,70560,79635,88657,97635,106575,115483,,,,,
L49,1482,2963,4789,6405,7931,10808,13533,16152,18693,21172,,,,,,,,,,
L4T,247,494,742,1003,,,,,,,,,,,,,,,,
LOE,1790,3579,5380,7271,9059,12438,15644,18731,21730,,,,,,,,,,,
LOF,1790,3579,5380,7271,9059,12438,15644,18731,21730,,,,,,,,,,,
LOH,1537,3074,4621,6245,7781,10683,13437,16089,18664,21179,23645,,,,,,,,,
LOM,1790,3579,5380,7271,9059,12438,15644,18731,21730,,,,,,,,,,,
LRJ,420,840,1105,1443,1762,2363,,,,,,,,,,,,,,
M11,4773,9546,12908,17630,22203,31065,39677,48121,56441,64666,72813,80895,88923,96903,104843,112745,120615,,,
M1F,4773,9546,12908,17630,22203,31065,39677,48121,56441,64666,72813,80895,88923,96903,104843,112745,120615,,,
M1M,4773,9546,12908,17630,22203,31065,39677,48121,56441,64666,72813,80895,88923,96903,104843,112745,120615,,,
M80,1985,4001,5467,7503,9473,13291,17002,20641,24227,27772,,,,,,,,,,
M81,1985,4001,5467,7503,9473,13291,17002,20641,24227,27772,,,,,,,,,,
M82,1985,4001,5467,7503,9473,13291,17002,20641,24227,27772,,,,,,,,,,
M83,1985,4001,5467,7503,9473,13291,17002,20641,24227,27772,,,,,,,,,,
M87,1825,3679,5027,6898,8710,12220,15632,18977,22275,25534,,,,,,,,,,
M88,1985,4001,5467,7503,9473,13291,17002,20641,24227,27772,,,,,,,,,,
M90,1672,3430,4585,6212,7772,10766,13648,,,,,,,,,,,,,
MA6,549,1099,1447,1889,,,,,,,,,,,,,,,,
MBH,128,257,375,497,613,831,,,,,,,,,,,,,,
MD9,161,322,,,,,,,,,,,,,,,,,,
MIH,554,1107,1617,2145,2644,3584,,,,,,,,,,,,,,
MU2,185,370,599,801,991,1351,,,,,,,,,,,,,,
ND2,233,467,702,948,1181,1622,,,,,,,,,,,,,,
NDC,290,580,764,997,1218,,,,,,,,,,,,,,,
NDE,105,210,306,407,501,679,,,,,,,,,,,,,,
NDH,204,407,595,789,973,1319,,,,,,,,,,,,,,
PA1,44,89,144,192,,,,,,,,,,,,,,,,
PA2,86,173,260,351,437,601,,,,,,,,,,,,,,
PAG,44,89,144,192,238,324,,,,,,,,,,,,,,
PAT,44,89,134,181,225,309,,,,,,,,,,,,,,
PL2,164,327,492,665,828,1137,,,,,,,,,,,,,,
PL6,91,183,275,371,,,,,,,,,,,,,,,,
PN6,46,93,150,200,248,338,,,,,,,,,,,,,,
S20,695,1368,1991,2602,3132,3998,,,,,,,,,,,,,,
S58,269,537,784,1040,,,,,,,,,,,,,,,,
S61,395,790,,,,,,,,,,,,,,,,,,
S76,217,435,,,,,,,,,,,,,,,,,,
SF3,378,714,948,1112,1174,,,,,,,,,,,,,,,
SFB,378,714,948,1112,1174,1031,,,,,,,,,,,,,,
SFF,378,714,948,1112,1174,1031,,,,,,,,,,,,,,
SH3,293,586,882,1191,,,,,,,,,,,,,,,,
SH6,314,627,943,1274,,,,,,,,,,,,,,,,
SHB,2222,4445,6681,9030,11249,15445,19427,23261,26985,30621,34185,37689,41141,44546,,,,,,
SHS,154,309,464,627,,,,,,,,,,,,,,,,
SSC,23103,46206,59318,78480,96559,130620,162820,193740,223700,252901,,,,,,,,,,
SU9,1543,3087,4064,5306,6478,8686,,,,,,,,,,,,,,
SWM,219,438,659,890,1109,1523,,,,,,,,,,,,,,
T20,4472,8257,10158,13245,16176,21720,26973,32023,36919,41694,,,,,,,,,,
T2F,4472,8257,10158,13245,16176,21720,26973,32023,36919,41694,,,,,,,,,,
TU3,3006,5013,5941,7470,8946,,,,,,,,,,,,,,,
TU5,4472,8257,10158,13245,16176,21720,26973,32023,36919,41694,,,,,,,,,,
VCV,1729,3457,5196,7023,8749,12013,15110,18092,20988,23816,26589,29314,31998,,,,,,,
WWP,449,898,1182,1543,1884,2526,,,,,,,,,,,,,,
YK2,2948,5261,6004,7613,9163,12121,14937,,,,,,,,,,,,,
YK4,630,1259,1658,2165,,,,,,,,,,,,,,,,
YN2,208,416,625,845,1053,1446,,,,,,,,,,,,,,
YN7,549,1099,1652,2232,2781,,,,,,,,,,,,,,,
YS1,544,1089,1637,2212,2756,,,,,,,,,,,,,,,
